example_id                            | status | run_time        |
./spec/game_spec.rb[1:3:3]            | passed | 0.00086 seconds |
./spec/game_spec.rb[1:4:1]            | passed | 0.00117 seconds |
./spec/game_spec.rb[1:4:2]            | passed | 0.00007 seconds |
./spec/game_spec.rb[1:5:1]            | passed | 0.0034 seconds  |
./spec/game_spec.rb[1:6:1]            | passed | 0.00003 seconds |
./spec/king_spec.rb[1:1:1]            | passed | 0.00003 seconds |
./spec/king_spec.rb[1:1:2]            | passed | 0.00004 seconds |
./spec/king_spec.rb[1:1:3]            | passed | 0.00003 seconds |
./spec/king_spec.rb[1:1:4]            | passed | 0.00004 seconds |
./spec/knight_spec.rb[1:1:1]          | passed | 0.00004 seconds |
./spec/knight_spec.rb[1:1:2]          | passed | 0.00003 seconds |
./spec/knight_spec.rb[1:1:3]          | passed | 0.00004 seconds |
./spec/knight_spec.rb[1:1:4]          | passed | 0.00004 seconds |
./spec/knight_spec.rb[1:1:5]          | passed | 0.00003 seconds |
./spec/move_spec.rb[1:1:1]            | passed | 0.00002 seconds |
./spec/move_spec.rb[1:1:2]            | passed | 0.00002 seconds |
./spec/move_spec.rb[1:2:1]            | passed | 0.00003 seconds |
./spec/move_spec.rb[1:2:2]            | passed | 0.00004 seconds |
./spec/move_spec.rb[1:2:3]            | passed | 0.00002 seconds |
./spec/move_spec.rb[1:2:4]            | passed | 0.00002 seconds |
./spec/move_spec.rb[1:2:5]            | passed | 0.00003 seconds |
./spec/move_spec.rb[1:3:1]            | passed | 0.00002 seconds |
./spec/move_spec.rb[1:3:2]            | passed | 0.00002 seconds |
./spec/move_spec.rb[1:4:1]            | passed | 0.00002 seconds |
./spec/move_spec.rb[1:4:2]            | passed | 0.00003 seconds |
./spec/move_spec.rb[1:4:3]            | passed | 0.00002 seconds |
./spec/move_spec.rb[1:4:4]            | passed | 0.00002 seconds |
./spec/pawn_spec.rb[1:1:1]            | passed | 0.00002 seconds |
./spec/pawn_spec.rb[1:1:2]            | passed | 0.00002 seconds |
./spec/pawn_spec.rb[1:2:1:1]          | passed | 0.00002 seconds |
./spec/pawn_spec.rb[1:2:1:2]          | passed | 0.00003 seconds |
./spec/pawn_spec.rb[1:2:1:3]          | passed | 0.00003 seconds |
./spec/pawn_spec.rb[1:2:2:1]          | passed | 0.00003 seconds |
./spec/pawn_spec.rb[1:2:3:1]          | passed | 0.00003 seconds |
./spec/pawn_spec.rb[1:2:3:2]          | passed | 0.00003 seconds |
./spec/pawn_spec.rb[1:2:3:3]          | passed | 0.00003 seconds |
./spec/pawn_spec.rb[1:2:4:1]          | passed | 0.00004 seconds |
./spec/piece_spec.rb[1:1:1]           | passed | 0.00002 seconds |
./spec/piece_spec.rb[1:2:1]           | passed | 0.00002 seconds |
./spec/piece_spec.rb[1:2:2]           | passed | 0.00002 seconds |
./spec/piece_spec.rb[1:3:1]           | passed | 0.00002 seconds |
./spec/piece_spec.rb[1:3:2]           | passed | 0.00002 seconds |
./spec/piece_spec.rb[1:4:1]           | passed | 0.00003 seconds |
./spec/queen_spec.rb[1:1:1]           | passed | 0.00024 seconds |
./spec/queen_spec.rb[1:1:2]           | passed | 0.00063 seconds |
./spec/rook_spec.rb[1:1:1]            | passed | 0.00004 seconds |
./spec/rook_spec.rb[1:1:2]            | passed | 0.00004 seconds |
./spec/rook_spec.rb[1:1:3]            | passed | 0.00006 seconds |
./spec/rook_spec.rb[1:1:4]            | passed | 0.00005 seconds |
